Article Title,Article Author,Article Publish Date,Comment Title,Comment Body,Comment Poster,Comment Date,Comment Time,Comment Recs
Iago Falqué: A Case Study of Serie A's Failure with Youth,The Offside Juventus,"Jun 11, 2011, 6:51pm PDT",,Damn had big big hopes for this kid in the future :( So very disappointing,Sampath ,"Jun 12, 2011 ", 12:09 AM,
Iago Falqué: A Case Study of Serie A's Failure with Youth,The Offside Juventus,"Jun 11, 2011, 6:51pm PDT",,PODCAST!,123fakestreet ,"Jun 12, 2011 ", 12:16 AM,
Iago Falqué: A Case Study of Serie A's Failure with Youth,The Offside Juventus,"Jun 11, 2011, 6:51pm PDT",,"This is a very important point you are making. I agree with everything you've said. I doubt that Seria A will ever adopt La Liga model. Perhaps one solution would be to force lower leagues (B to C2) to field a minimum of U-21 players. One has to wonder also why the current system in Italy. Primavera matches have really low attendance and are barely covered by the press, then one has to wonder why this system? this serves who? Unfortunately I believe that while in the Italian youth leagues there are several true talented players, there are also far too many recommended players, children of wealthy families and/or with special connections, perhaps I'm wrong but there is definitely something wrong with the present model.",gigar ,"Jun 12, 2011 ", 12:32 AM,
Iago Falqué: A Case Study of Serie A's Failure with Youth,The Offside Juventus,"Jun 11, 2011, 6:51pm PDT",,And when can we expect season reviews? Am eagerly waiting for them.,Comrade ,"Jun 12, 2011 ", 12:59 AM,
Iago Falqué: A Case Study of Serie A's Failure with Youth,The Offside Juventus,"Jun 11, 2011, 6:51pm PDT",,Fantastic article. Thoroughly enjoyed reading it. So what could be the solution? Play Primavera in lower divisions?,Comrade ,"Jun 12, 2011 ", 12:55 AM,
Iago Falqué: A Case Study of Serie A's Failure with Youth,The Offside Juventus,"Jun 11, 2011, 6:51pm PDT",,"Great post. Worth the wait.

Do you think Juve's loans really work out ? (not considering Amauri :P) I know it worked for Giovinco and Marchisio but they seem like exceptional cases. Is the club thinking hard enough before loaning a youngster or are they loaning out players for the sake of loaning out ?",Somnath_Sengupta ,"Jun 12, 2011 ", 12:50 AM,
Iago Falqué: A Case Study of Serie A's Failure with Youth,The Offside Juventus,"Jun 11, 2011, 6:51pm PDT",,"I definitely would love it if everyone played their Primavera in the league pyramid. It wouldn't be exclusively Serie B, not at all. Barcelona and Villarreal are the only two teams with their B team in the 2nd division. Even playing 17-18 year olds in Serie C1 would be a huge improvement in the quality of opposition than the Primavera campionato.


It would be a radical and huge transition. And difficult to do. If there's one takehome lesson for me from the betting scandal going on right now, it's that players have it very, very rough in the lower divisions of Italian soccer. And I'm sure playing against kids would make it worse, not just from a standpoint of “I have to play kids?” but financially it would push a lot of players out and make the competition for them even harder.",agiamba ,"Jun 12, 2011 ", 1:00 AM,
Iago Falqué: A Case Study of Serie A's Failure with Youth,The Offside Juventus,"Jun 11, 2011, 6:51pm PDT",,"Loans are decent solutions for players like Amauri to go out and raise their market value. I don't think they're generally a good solution for young players, people may rage a bit about the co-ownership model, but I think it's best for all parties involved. For clubs receiving the player, if they do okay, they stay. If they do great, the club gets a financial boost, it gives them a greater incentive to play the youngsters.


I think both with co-ownerships and loans, the structure of the agreements is not nearly as important as picking the right team for them, and I cannot stress that enough. Giovinco to Parma was excellent. The team gave him certain assurances, it plays young players, and he fits into the system. Sending them out to a team for the sake of sending them out is awful. If you send a player out like Iago to Bari where there's no modular fit, that's terrible even if they play young kids. Or if you send Immobile to Siena- a team that plays young kids (under Conte) but is already fully set on attackers, that's no good either.

It's like guns. Co-ownerships and loans don't kill young players development, sending them to the wrong place does.",agiamba ,"Jun 12, 2011 ", 1:05 AM,
Iago Falqué: A Case Study of Serie A's Failure with Youth,The Offside Juventus,"Jun 11, 2011, 6:51pm PDT",,An enlightening post. Great read.,Blanda_Amania ,"Jun 12, 2011 ", 2:59 AM,
Iago Falqué: A Case Study of Serie A's Failure with Youth,The Offside Juventus,"Jun 11, 2011, 6:51pm PDT",,"I absolutely love posts that are made in regards to giving youth players a shot. Everyone who knows me on twitter knows that I am probably one of the worlds biggest Pasquato supporters. That kid, whether you like it or not, is an absolute star in the making, and just last night I was discussing with Aaron regarding his trade for Matri. That if he was sold along with Marrone and Immobile for full-ownership then I think Marotta got his 3rd strike from me (1st being Caceras, 2nd being selling Trez then buying Toni).

In any case, not to self-promote or anything but here is a post I made a long time ago, regarding youth in Juve and how we dealt with them before and now:

http://juvetalia.tumblr.com/po…",Tariq Falaknaz ,"Jun 12, 2011 ", 2:25 AM,
Iago Falqué: A Case Study of Serie A's Failure with Youth,The Offside Juventus,"Jun 11, 2011, 6:51pm PDT",,"I'm not disagreeing with you but,despite Iago only playing primavera he still did pretty good in the Segunda with Villareal.The problem is that coaches don't trust youngsters enough in Italy.

Look at someone like Theo Walcott,not necessarily the most talented player in the world,but by 16 he was a regular with Southampton in the championship.If memory serves me right,wasn't Giovinco setting the primavera alight when he was a teenager?Why couldn't we loan him out to someone like Modena and insert a clause that states he needs to play a certain amount of games?Sure it'll be difficult to get the club to budge but it's worth a try.

Another thing don't Italian clubs have any reserve teams?They do in England and Spain.In England,unlike Spain,they've got a special reserve league.How come there's no such thing in Italy?It's bloody stupid to read about a senior player,who's recovering from an injury,trying to get match time by playing with the primavera's(see De Ceglie).

The idea of the U21's playing in Serie B is a clever one.It's actually how it works in Malaysia and the U21's are definitely capable of holding their own and Malaysia has produced some decent young players the past 3 years or so.So why not?",AlbionArks ,"Jun 12, 2011 ", 2:06 AM,
Iago Falqué: A Case Study of Serie A's Failure with Youth,The Offside Juventus,"Jun 11, 2011, 6:51pm PDT",,They have reserve teams in Germany as well.,Somnath_Sengupta ,"Jun 12, 2011 ", 2:29 AM,
Iago Falqué: A Case Study of Serie A's Failure with Youth,The Offside Juventus,"Jun 11, 2011, 6:51pm PDT",,"Solid article, Aaron!",Rinaldo2882 ,"Jun 12, 2011 ", 2:03 AM,
