Article Title,Article Author,Article Publish Date,Comment Title,Comment Body,Comment Poster,Comment Date,Comment Time,Comment Recs
Claudio Marchisio wants to stay at Juventus for the rest of his career,Danny Penza,"Aug 2, 2013, 8:30am PDT",,"I know you haven’t been around for too long but what makes this blog different is that we might disagree with each other but we keep it classy i.e. don’t attack people.
Ho Visto Del Piero.",calm-like-a-bomb! ,"Aug 2, 2013 ", 10:09 AM,
Claudio Marchisio wants to stay at Juventus for the rest of his career,Danny Penza,"Aug 2, 2013, 8:30am PDT",,?,Giles09 ,"Aug 2, 2013 ", 2:56 PM,
Claudio Marchisio wants to stay at Juventus for the rest of his career,Danny Penza,"Aug 2, 2013, 8:30am PDT",Ah,Good to know the message stuck with you.,ian_22 ,"Aug 2, 2013 ", 3:02 PM,
Claudio Marchisio wants to stay at Juventus for the rest of his career,Danny Penza,"Aug 2, 2013, 8:30am PDT",,:D,calm-like-a-bomb! ,"Aug 2, 2013 ", 3:15 PM,
Claudio Marchisio wants to stay at Juventus for the rest of his career,Danny Penza,"Aug 2, 2013, 8:30am PDT",,"I love Marchisio. Longest serving Juventus man right now. Has been a fan all his life, loved and respected by everyone in the organization.
The thing is, when his production starts declining, he’ll not get renewed by the front office and will end his career somewhere else… maybe Australia.",mantas ,"Aug 2, 2013 ", 10:56 AM,
Claudio Marchisio wants to stay at Juventus for the rest of his career,Danny Penza,"Aug 2, 2013, 8:30am PDT",,I’d love to see him come to the MLS when his time at Juve eventually comes to an end.,MatteoX ,"Aug 2, 2013 ", 11:49 AM,
Claudio Marchisio wants to stay at Juventus for the rest of his career,Danny Penza,"Aug 2, 2013, 8:30am PDT",El Apache,Will not be happy to hear this.,MatteoX ,"Aug 2, 2013 ", 11:47 AM,
Claudio Marchisio wants to stay at Juventus for the rest of his career,Danny Penza,"Aug 2, 2013, 8:30am PDT",,"NO NO NO NO NO SELL SELL SELL SELL SELL, HE’S A DISGRACE TO OUR CLUB!",alttin ,"Aug 2, 2013 ", 12:45 PM,
Claudio Marchisio wants to stay at Juventus for the rest of his career,Danny Penza,"Aug 2, 2013, 8:30am PDT",,It looks like Bale to Madrid for 97m + Coentrao. How can they possibly do this?,JRob ,"Aug 2, 2013 ", 1:34 PM,
Claudio Marchisio wants to stay at Juventus for the rest of his career,Danny Penza,"Aug 2, 2013, 8:30am PDT",,because they are the original shiekhs. people forget that and RM feel the need to constantly remind us of that.,calm-like-a-bomb! ,"Aug 2, 2013 ", 2:15 PM,
Claudio Marchisio wants to stay at Juventus for the rest of his career,Danny Penza,"Aug 2, 2013, 8:30am PDT",,"also, they can build a whole damn squad for 100 million + Coentrao! :o",calm-like-a-bomb! ,"Aug 2, 2013 ", 2:16 PM,
Claudio Marchisio wants to stay at Juventus for the rest of his career,Danny Penza,"Aug 2, 2013, 8:30am PDT",,"Good thing Spurs captured Paulinho and Soldado before the deal. If they want to buy any new player now, surely they’ll have to pay over the normal value. Just like Napoli was taken for a ride.",Comrade* ,"Aug 2, 2013 ", 2:28 PM,
Claudio Marchisio wants to stay at Juventus for the rest of his career,Danny Penza,"Aug 2, 2013, 8:30am PDT",,"Barzagli = 0.3m
Bonucci = 15m
Lichtsteiner = 12m
Vidal = 10m
Pirlo = 0m
Marchisio = 0m
Asamoah = 18m
Tevez = 9m
Llorente = 0m
Total = 64.3m
Throw in Pogba = 0m, Storari = 5m? (I don’t remember), Ogbonna = 12m, Vucinic = 15m and we are at 96m.
As good as Bale is, I doubt he could singlehandedly take on Juve’s starting 11 + Coentrao. I don’t wish anything bad upon Bale himself, but i hope Spurs destroys Madrid next time they play, whenever that is.",JRob ,"Aug 2, 2013 ", 3:30 PM,
Claudio Marchisio wants to stay at Juventus for the rest of his career,Danny Penza,"Aug 2, 2013, 8:30am PDT",,"Some clubs like to shell out money just because they can, and I stopped being mad at them long time ago. But this one is truly baffling. I doubt the decision is based solely on winning capability. It must be more complicated than that, but I can’t figure it out. Ronaldo, Ibra, etc. have a certain appeal that sells. I remember Beckham’s fee was recovered solely through shirt sales in a few years (don’t quote me on this).
But Bale? I’ve been from non-Juve stuff for too long, but surely he doesn’t have that level of appeal.",Comrade* ,"Aug 2, 2013 ", 4:26 PM,
Claudio Marchisio wants to stay at Juventus for the rest of his career,Danny Penza,"Aug 2, 2013, 8:30am PDT",,"I dont believe bale appeal to that as of high of zidane or Beckham or CR7 or R9 seeing those player status rose after their respective teams achieve some some sort of success and their contributions was a major part of that success but over the last couple of years the British media and clubs have gained greater recognition than others. With EPL being recognized as the best it is obvious that the best players hail from the EPL and thus here we are. But doesn’t matter how good or potential he has he definitely dont deserve a €100 mil
transfer.",juvetrini ,"Aug 2, 2013 ", 7:42 PM,
Claudio Marchisio wants to stay at Juventus for the rest of his career,Danny Penza,"Aug 2, 2013, 8:30am PDT",I feel it's more a statement of intent as well,"more of a “loook at us, world, look at how much money we have. We still are Real Madrid etc”",Chuks A. ,"Aug 3, 2013 ", 6:21 AM,
Claudio Marchisio wants to stay at Juventus for the rest of his career,Danny Penza,"Aug 2, 2013, 8:30am PDT",,whatever the reason.. being able to spend that much money..that’s just so much fun…,bkn ,"Aug 3, 2013 ", 7:50 AM,
Claudio Marchisio wants to stay at Juventus for the rest of his career,Danny Penza,"Aug 2, 2013, 8:30am PDT",,"Nah, it’s a disgrace.",Giles09 ,"Aug 3, 2013 ", 8:20 AM,
Claudio Marchisio wants to stay at Juventus for the rest of his career,Danny Penza,"Aug 2, 2013, 8:30am PDT",,Real’s desperation with Bale grew after they missed out on Neymar. They can’t go through a transfer window without a big signing of their own when their rivals net someone like Neymar.,Somnath_Sengupta_ ,"Aug 2, 2013 ", 8:44 PM,
Claudio Marchisio wants to stay at Juventus for the rest of his career,Danny Penza,"Aug 2, 2013, 8:30am PDT",,So they decide to shell out nearly €100 mil on one player…That is some sound logic :D,Szymon Kowalewski ,"Aug 3, 2013 ", 3:04 AM,
Claudio Marchisio wants to stay at Juventus for the rest of his career,Danny Penza,"Aug 2, 2013, 8:30am PDT",,"err..this is not the first time they’ve competed in transfer market. See Di Stefano, Cruyff transfers..",Somnath_Sengupta_ ,"Aug 3, 2013 ", 6:14 AM,
Claudio Marchisio wants to stay at Juventus for the rest of his career,Danny Penza,"Aug 2, 2013, 8:30am PDT",,"Much like PSG or Man City !!!
#amidoin’thisrite ??",Pinturicchio ,"Aug 3, 2013 ", 5:15 AM,
Claudio Marchisio wants to stay at Juventus for the rest of his career,Danny Penza,"Aug 2, 2013, 8:30am PDT",,"Honestly, this whole tapping up of Bale is bordering unhealthy obsession/desperation. Half the fucking Madrid team and staff have spoken of how wonderful Bale is, how beautiful his boots are, how nice his hair is etc.
We get the point, you like Bale. Leave him alone ffs.",Chuks A. ,"Aug 3, 2013 ", 6:23 AM,
Claudio Marchisio wants to stay at Juventus for the rest of his career,Danny Penza,"Aug 2, 2013, 8:30am PDT",,"Dem is only inflating the market, that’s all. Good thing our man Marotta always pulls sound deals instead of mad spending (Secco days, LOL).",mantas ,"Aug 3, 2013 ", 7:55 AM,
Claudio Marchisio wants to stay at Juventus for the rest of his career,Danny Penza,"Aug 2, 2013, 8:30am PDT",,"It’s one thing to make a massive acquisition to solve a much needed deficiency, quite another to spend for the sake of vanity. This isn’t like Perez adding Figo or Zidane.
Zidane made the remark that Bale plays just like he did, very high praise so there is obvious affection for his game. But how does Ancelotti use him and Ronaldo? Shift your 100m left-footed Galáctico to the right? Play him in the hole like Ozil? Bench Benzema? I have no idea.",Tre Stelline ,"Aug 3, 2013 ", 4:36 AM,
Claudio Marchisio wants to stay at Juventus for the rest of his career,Danny Penza,"Aug 2, 2013, 8:30am PDT",,"Kinda confused with Zidane’s statement, coz technically they both are totally different, I see him as something in between Roberto Carlos, Robert Jarni, and Savio Bartolini.",Linez ,"Aug 3, 2013 ", 4:54 AM,
Claudio Marchisio wants to stay at Juventus for the rest of his career,Danny Penza,"Aug 2, 2013, 8:30am PDT",,"Zidane was my favorite player, I think the similiarity he refers to isn’t purely from a technical aspect, but from his ability to make the difficult look easy. Good amalgam of players!",Tre Stelline ,"Aug 3, 2013 ", 5:02 AM,
Claudio Marchisio wants to stay at Juventus for the rest of his career,Danny Penza,"Aug 2, 2013, 8:30am PDT",,"I know this sounds stupid, but maybe CR7 is headed back to MU as per those rumors flying around that Nike would cover part of the fee or the contract if he came back.",Szymon Kowalewski ,"Aug 3, 2013 ", 5:07 AM,
Claudio Marchisio wants to stay at Juventus for the rest of his career,Danny Penza,"Aug 2, 2013, 8:30am PDT",,Maybe they intend to sell Ronaldo if they purchase Bale?,MatteoX ,"Aug 3, 2013 ", 10:54 AM,
Claudio Marchisio wants to stay at Juventus for the rest of his career,Danny Penza,"Aug 2, 2013, 8:30am PDT",Up you Spurs!,,Chuks A. ,"Aug 3, 2013 ", 6:20 AM,
Claudio Marchisio wants to stay at Juventus for the rest of his career,Danny Penza,"Aug 2, 2013, 8:30am PDT",,They clearly just love splashing the cash for the sake of it. I mean in what world is Illarramendi ever worth almost 40 mil?,Zenpath ,"Aug 2, 2013 ", 7:45 PM,
Claudio Marchisio wants to stay at Juventus for the rest of his career,Danny Penza,"Aug 2, 2013, 8:30am PDT",Insanity,"If cavani is worth 63mil then bale is not worth more than 45mil, looking at this PSG got a bargain since considering coentrao is worth ard 18mil thats 115mil for bale. PURE BULLSHIT BY RM N PREMFACES.
BTW cant believe coentrao is leaving RM i always felt with ancelotti there marcelo would leave coz defensively he is below PDC’s lvl",SJ_JUVE ,"Aug 2, 2013 ", 11:16 PM,
Claudio Marchisio wants to stay at Juventus for the rest of his career,Danny Penza,"Aug 2, 2013, 8:30am PDT","to be fair, I think that was his release clause",,Chuks A. ,"Aug 3, 2013 ", 6:24 AM,
Claudio Marchisio wants to stay at Juventus for the rest of his career,Danny Penza,"Aug 2, 2013, 8:30am PDT",,And who in their right mind would pay his release clause?,Zenpath ,"Aug 3, 2013 ", 6:52 AM,
Claudio Marchisio wants to stay at Juventus for the rest of his career,Danny Penza,"Aug 2, 2013, 8:30am PDT",,Somebody who wants to make it rain.,Danny Penza ,"Aug 3, 2013 ", 6:53 AM,
Claudio Marchisio wants to stay at Juventus for the rest of his career,Danny Penza,"Aug 2, 2013, 8:30am PDT",,so stunts like this will not affect madrid in that whole FFP thing at all??,bkn ,"Aug 3, 2013 ", 2:04 AM,
Claudio Marchisio wants to stay at Juventus for the rest of his career,Danny Penza,"Aug 2, 2013, 8:30am PDT",,"RM n barca wont be affected coz their revenues are very high + RM just ard 50 mil from napoli for callejon n higuain. Apparently i read on twitter barca already got back 57mil spent on neymar through shirt sales (100 euro per shirt n already sold 570,000 till date) so thats that. Though i doubt bale is as popular as CR & neymar is.",SJ_JUVE ,"Aug 3, 2013 ", 2:28 AM,
Claudio Marchisio wants to stay at Juventus for the rest of his career,Danny Penza,"Aug 2, 2013, 8:30am PDT",,Real also got 10m+ for a bit part player like Albiol.,Somnath_Sengupta_ ,"Aug 3, 2013 ", 6:15 AM,
Claudio Marchisio wants to stay at Juventus for the rest of his career,Danny Penza,"Aug 2, 2013, 8:30am PDT",,The joke’s on Napoli for buying that stiff to begin with.,mantas ,"Aug 3, 2013 ", 7:58 AM,
Claudio Marchisio wants to stay at Juventus for the rest of his career,Danny Penza,"Aug 2, 2013, 8:30am PDT",,We got 7.5m for bit part player like Giaccherini…..?,JDAngkasa ,"Aug 3, 2013 ", 9:13 AM,
Claudio Marchisio wants to stay at Juventus for the rest of his career,Danny Penza,"Aug 2, 2013, 8:30am PDT",besides that,"people forget that in the 1st year of FFP, owners are allowed to absorb up to 45mil euros in losses (2nd year= 30mil, 3rd year= 15mil, then it drops to 0)
so really, FFP TRULY begins in 4yrs or so",Chuks A. ,"Aug 3, 2013 ", 6:25 AM,
Claudio Marchisio wants to stay at Juventus for the rest of his career,Danny Penza,"Aug 2, 2013, 8:30am PDT",If it ever lasts that long,,JDAngkasa ,"Aug 3, 2013 ", 9:14 AM,
Claudio Marchisio wants to stay at Juventus for the rest of his career,Danny Penza,"Aug 2, 2013, 8:30am PDT",,"100 euro per shirt, but let’s not forget that not 100% of that 100 euro goes to Barca’s pocket.",JDAngkasa ,"Aug 3, 2013 ", 9:13 AM,
