Article Title,Article Author,Article Publish Date,Comment Title,Comment Body,Comment Poster,Comment Date,Comment Time,Comment Recs
Matchpost: Bianconeri v. Biancocelesti,The Offside Juventus,"Dec 12, 2010, 10:38am PST",,"This one should be a cracker.

Hernanes is one sublime player",papai ,"Dec 12, 2010 ", 4:07 PM,
Matchpost: Bianconeri v. Biancocelesti,The Offside Juventus,"Dec 12, 2010, 10:38am PST",,"i LOVE how delneri has confidence in sorensen, seeing that he´s in the starting line-up.",Jose_f ,"Dec 12, 2010 ", 4:25 PM,
Matchpost: Bianconeri v. Biancocelesti,The Offside Juventus,"Dec 12, 2010, 10:38am PST",,"""There is so much talk about my potential replacements, but I am the Inter Coach, I want to win this Club World Cup and I’m sure that if I do then I’ll be here for a long time to come.""

for the club world cup only, forza inter!",Jose_f ,"Dec 12, 2010 ", 4:24 PM,
Matchpost: Bianconeri v. Biancocelesti,The Offside Juventus,"Dec 12, 2010, 10:38am PST",,the artwork is priceless!. I predict juve wins this one … 3-1.,waliND ,"Dec 12, 2010 ", 4:16 PM,
Matchpost: Bianconeri v. Biancocelesti,The Offside Juventus,"Dec 12, 2010, 10:38am PST",,"Storari
Sorensen, Bonucci, Chiellini, Grosso
Krasic, Melo, Aquilani, Marchisio
Iaquinta, Quagliarella

Manninger, Grygera, Legrottaglie, Motta, Del Piero, Sissoko, Pepe

uhhh.. 3 defenders + Sissoko on the bench? whatsyerplan mister..",hant00 ,"Dec 12, 2010 ", 4:32 PM,
Matchpost: Bianconeri v. Biancocelesti,The Offside Juventus,"Dec 12, 2010, 10:38am PST",,Hercules won 4-1 today. YES he scored.,Somnath_Sengupta ,"Dec 12, 2010 ", 4:30 PM,
Matchpost: Bianconeri v. Biancocelesti,The Offside Juventus,"Dec 12, 2010, 10:38am PST",,any links to the game?,Chukwueku_Akinyemi ,"Dec 12, 2010 ", 4:42 PM,
Matchpost: Bianconeri v. Biancocelesti,The Offside Juventus,"Dec 12, 2010, 10:38am PST",,"Pretty decent one:

http://www.atdhe.net/30501/wat…",etentori ,"Dec 12, 2010 ", 4:43 PM,
Matchpost: Bianconeri v. Biancocelesti,The Offside Juventus,"Dec 12, 2010, 10:38am PST",,"Good luck lads !

Forza Juve and thank you Prime for showing that many Juve games :)",Robee ,"Dec 12, 2010 ", 4:40 PM,
Matchpost: Bianconeri v. Biancocelesti,The Offside Juventus,"Dec 12, 2010, 10:38am PST",,Pepe & Sissoko… 2 midfielders and Del Piero as the only available striker… No problem here ?,Robee ,"Dec 12, 2010 ", 4:41 PM,
Matchpost: Bianconeri v. Biancocelesti,The Offside Juventus,"Dec 12, 2010, 10:38am PST",,"Oh boy, here we go!",roberto ,"Dec 12, 2010 ", 4:46 PM,
Matchpost: Bianconeri v. Biancocelesti,The Offside Juventus,"Dec 12, 2010, 10:38am PST",,FORZA JUVE!!!!!!,ooBia ,"Dec 12, 2010 ", 4:46 PM,
Matchpost: Bianconeri v. Biancocelesti,The Offside Juventus,"Dec 12, 2010, 10:38am PST",,ajajajajaj nice pic!,Juan Montoya Novielli ,"Dec 12, 2010 ", 4:47 PM,
Matchpost: Bianconeri v. Biancocelesti,The Offside Juventus,"Dec 12, 2010, 10:38am PST",,"GOAAAAAAALLL

I WIN",papai ,"Dec 12, 2010 ", 4:50 PM,
Matchpost: Bianconeri v. Biancocelesti,The Offside Juventus,"Dec 12, 2010, 10:38am PST",,Well thats a good start……..,Somnath_Sengupta ,"Dec 12, 2010 ", 4:50 PM,
Matchpost: Bianconeri v. Biancocelesti,The Offside Juventus,"Dec 12, 2010, 10:38am PST",,oh yes!!,Jasonjagla ,"Dec 12, 2010 ", 4:49 PM,
Matchpost: Bianconeri v. Biancocelesti,The Offside Juventus,"Dec 12, 2010, 10:38am PST",,"Papai you're gooood.. Chiellini!!!!

you should make an artwork of Amauri once he recovers, then.. maybe that would help?",hant00 ,"Dec 12, 2010 ", 4:49 PM,
Matchpost: Bianconeri v. Biancocelesti,The Offside Juventus,"Dec 12, 2010, 10:38am PST",,AAAAAAAAAAAAAAAAAA,AlaskaJuventino ,"Dec 12, 2010 ", 4:49 PM,
Matchpost: Bianconeri v. Biancocelesti,The Offside Juventus,"Dec 12, 2010, 10:38am PST",,Giorgio!!!!!!!!!!!!!!!!,roberto ,"Dec 12, 2010 ", 4:49 PM,
Matchpost: Bianconeri v. Biancocelesti,The Offside Juventus,"Dec 12, 2010, 10:38am PST",,GOLLLLLLLLLLLLLLLL,Chukwueku_Akinyemi ,"Dec 12, 2010 ", 4:49 PM,
Matchpost: Bianconeri v. Biancocelesti,The Offside Juventus,"Dec 12, 2010, 10:38am PST",,CHIELLO!!!!!!!!!!!!!!!!!!!,Juan Montoya Novielli ,"Dec 12, 2010 ", 4:48 PM,
Matchpost: Bianconeri v. Biancocelesti,The Offside Juventus,"Dec 12, 2010, 10:38am PST",,as I predicted earlier this week on this blog. one of the defenders will score and boy was I right. King Chiello. . seems like Lazio are running scared…. GAME ON!,waliND ,"Dec 12, 2010 ", 4:53 PM,
Matchpost: Bianconeri v. Biancocelesti,The Offside Juventus,"Dec 12, 2010, 10:38am PST",,chiellini is KONG!!!!,Juan Montoya Novielli ,"Dec 12, 2010 ", 4:52 PM,
Matchpost: Bianconeri v. Biancocelesti,The Offside Juventus,"Dec 12, 2010, 10:38am PST",,MILOS KRASIC,djp4cal ,"Dec 12, 2010 ", 4:55 PM,
Matchpost: Bianconeri v. Biancocelesti,The Offside Juventus,"Dec 12, 2010, 10:38am PST",,streams???,Gaetano ,"Dec 12, 2010 ", 4:54 PM,
Matchpost: Bianconeri v. Biancocelesti,The Offside Juventus,"Dec 12, 2010, 10:38am PST",,any streams that don't require any plugins?,Jack NZ ,"Dec 12, 2010 ", 4:57 PM,
Matchpost: Bianconeri v. Biancocelesti,The Offside Juventus,"Dec 12, 2010, 10:38am PST",,quags!,papai ,"Dec 12, 2010 ", 4:57 PM,
Matchpost: Bianconeri v. Biancocelesti,The Offside Juventus,"Dec 12, 2010, 10:38am PST",,Buffon where are you…,roberto ,"Dec 12, 2010 ", 5:01 PM,
Matchpost: Bianconeri v. Biancocelesti,The Offside Juventus,"Dec 12, 2010, 10:38am PST",,rojadirecta.org,Juan Montoya Novielli ,"Dec 12, 2010 ", 4:58 PM,
Matchpost: Bianconeri v. Biancocelesti,The Offside Juventus,"Dec 12, 2010, 10:38am PST",,ahhhhhhhhhhhhhhhhhh,Juan Montoya Novielli ,"Dec 12, 2010 ", 5:05 PM,
Matchpost: Bianconeri v. Biancocelesti,The Offside Juventus,"Dec 12, 2010, 10:38am PST",,mamma mia any good streams????,Gaetano ,"Dec 12, 2010 ", 5:03 PM,
Matchpost: Bianconeri v. Biancocelesti,The Offside Juventus,"Dec 12, 2010, 10:38am PST",,damn… mistake by storari,papai ,"Dec 12, 2010 ", 5:03 PM,
Matchpost: Bianconeri v. Biancocelesti,The Offside Juventus,"Dec 12, 2010, 10:38am PST",,ohhhhhhhhhh aquilani,papai ,"Dec 12, 2010 ", 5:07 PM,
Matchpost: Bianconeri v. Biancocelesti,The Offside Juventus,"Dec 12, 2010, 10:38am PST",,did you see aquaman angry with melo,Juan Montoya Novielli ,"Dec 12, 2010 ", 5:08 PM,
Matchpost: Bianconeri v. Biancocelesti,The Offside Juventus,"Dec 12, 2010, 10:38am PST",,Krasic u gotta take those man,papai ,"Dec 12, 2010 ", 5:11 PM,
Matchpost: Bianconeri v. Biancocelesti,The Offside Juventus,"Dec 12, 2010, 10:38am PST",,Rai commentators are so boring. Feels like they are not even watching the game.,Big Beff ,"Dec 12, 2010 ", 5:15 PM,
Matchpost: Bianconeri v. Biancocelesti,The Offside Juventus,"Dec 12, 2010, 10:38am PST",,iaq looks unusually frustrated tonight,papai ,"Dec 12, 2010 ", 5:12 PM,
Matchpost: Bianconeri v. Biancocelesti,The Offside Juventus,"Dec 12, 2010, 10:38am PST",,i feel the same but with the rest of the team…..dont you>>?,Juan Montoya Novielli ,"Dec 12, 2010 ", 5:15 PM,
Matchpost: Bianconeri v. Biancocelesti,The Offside Juventus,"Dec 12, 2010, 10:38am PST",,were the fuck is claudio<>>?,Juan Montoya Novielli ,"Dec 12, 2010 ", 5:12 PM,
Matchpost: Bianconeri v. Biancocelesti,The Offside Juventus,"Dec 12, 2010, 10:38am PST",,we are passing a bit faster – we need to calm a bit.Nice Aquaman!,JIJI_PL ,"Dec 12, 2010 ", 5:28 PM,
Matchpost: Bianconeri v. Biancocelesti,The Offside Juventus,"Dec 12, 2010, 10:38am PST",,"And now tell me that we must sell SUPERMAN- look at there GDN and MAROTTA very carefully.
When we are gonna take the lead and kill the game after 20 min with 2 more fast home side goals – when the fuck…",JIJI_PL ,"Dec 12, 2010 ", 5:23 PM,
Matchpost: Bianconeri v. Biancocelesti,The Offside Juventus,"Dec 12, 2010, 10:38am PST",,rai stream blows. anyone have any good streams,Gaetano ,"Dec 12, 2010 ", 5:22 PM,
Matchpost: Bianconeri v. Biancocelesti,The Offside Juventus,"Dec 12, 2010, 10:38am PST",,give the fucking ball to Krasic god damit!,Juan Montoya Novielli ,"Dec 12, 2010 ", 5:20 PM,
Matchpost: Bianconeri v. Biancocelesti,The Offside Juventus,"Dec 12, 2010, 10:38am PST",,"We're pegging them back, goals are coming boys",Jack NZ ,"Dec 12, 2010 ", 5:20 PM,
Matchpost: Bianconeri v. Biancocelesti,The Offside Juventus,"Dec 12, 2010, 10:38am PST",,now is the fucking push otherwise the things are gonna be changed after the break,JIJI_PL ,"Dec 12, 2010 ", 5:30 PM,
Matchpost: Bianconeri v. Biancocelesti,The Offside Juventus,"Dec 12, 2010, 10:38am PST",,Is it just me or is the ref being ridiculous?,Oliviero ,"Dec 12, 2010 ", 5:33 PM,
Matchpost: Bianconeri v. Biancocelesti,The Offside Juventus,"Dec 12, 2010, 10:38am PST",,don't know about anyone else streaming but all the streams suck bigtime.,Gaetano ,"Dec 12, 2010 ", 5:36 PM,
Matchpost: Bianconeri v. Biancocelesti,The Offside Juventus,"Dec 12, 2010, 10:38am PST",,"This better not be a repeat of Fiorentina match. So many chances created, yet just one goal.",Somnath_Sengupta ,"Dec 12, 2010 ", 5:36 PM,
Matchpost: Bianconeri v. Biancocelesti,The Offside Juventus,"Dec 12, 2010, 10:38am PST",,"The ref is being ridiculous, and he should have the intelligence to change the colour of fucking shirt so he doesn't match Lazio's away kit. Jesus how stupid are these refs in Italy?

Change your shirt asshole!",roberto ,"Dec 12, 2010 ", 5:35 PM,
Matchpost: Bianconeri v. Biancocelesti,The Offside Juventus,"Dec 12, 2010, 10:38am PST",,"-Lichtsteiner is a freight train on the right.
-Quaglia is having a below average game.
-Storari's mistake is perplexing. Shit happens and it doesn't take anything away from a very good season he's had thus far but damn, what the hell was that?",jorid22 ,"Dec 12, 2010 ", 5:37 PM,
Matchpost: Bianconeri v. Biancocelesti,The Offside Juventus,"Dec 12, 2010, 10:38am PST",,"The ref is being ridiculous, and he should have the intelligence to change the colour of fucking shirt so he doesn't match Lazio's away kit. Jesus how stupid are these refs in Italy?

Change your shirt asshole!",roberto ,"Dec 12, 2010 ", 5:36 PM,
Matchpost: Bianconeri v. Biancocelesti,The Offside Juventus,"Dec 12, 2010, 10:38am PST",,"the only time amauri appeared in any of my works, we got thumped 3-1 by Palermo",papai ,"Dec 12, 2010 ", 5:36 PM,
Matchpost: Bianconeri v. Biancocelesti,The Offside Juventus,"Dec 12, 2010, 10:38am PST",,"our approach play is good, but we should fucking take some of these chances we are creating",papai ,"Dec 12, 2010 ", 5:37 PM,
Matchpost: Bianconeri v. Biancocelesti,The Offside Juventus,"Dec 12, 2010, 10:38am PST",,"first half thoughts:
1. dream start then stop pushing and we concede again – old problem appeared.
2. Nice sorensen and active grosso – nicely surprised.
3.Iaqui and Quaqs – a bit nervous upfront, need to calm a bit.
4.Nice AQUAMAn – man of the half.
5.Krasic – give him ice balls and we are ready (cavanda looked scared a lot in first 10 min)
6.We gave a lot of spaces till their goal came.
7.STORARI – flop of the half.That's why dear Marotta superman is priceless- we simply needed to keep up our lead 10 more min and we had to sore second but no…GIGI i need you ASAP, man a lot more games are coming like this and this mistake is human one but not with 33 years old keeper.
8. if we don't score in 10-15 min another useless draw is coming here IMO.",JIJI_PL ,"Dec 12, 2010 ", 5:40 PM,
Matchpost: Bianconeri v. Biancocelesti,The Offside Juventus,"Dec 12, 2010, 10:38am PST",,looks like this game can be won… if juve try to finish off their chances.silly mistake caused the goal. you have to look forward.. juve have to win this half. I have the feeling IAQ will score.,waliND ,"Dec 12, 2010 ", 5:40 PM,
Matchpost: Bianconeri v. Biancocelesti,The Offside Juventus,"Dec 12, 2010, 10:38am PST",,"C'Mon QUAGS GET YOURE GAME ON!!!!!!


FORZA JUVE!!!!!",Juan Montoya Novielli ,"Dec 12, 2010 ", 5:48 PM,
Matchpost: Bianconeri v. Biancocelesti,The Offside Juventus,"Dec 12, 2010, 10:38am PST",,"Some of the strikers that we had last season could have scored 15 goals by this time, with kind of service thats been given in last 2-3 matches.",Somnath_Sengupta ,"Dec 12, 2010 ", 5:46 PM,
Matchpost: Bianconeri v. Biancocelesti,The Offside Juventus,"Dec 12, 2010, 10:38am PST",,"Great picture guys.

Thoughts on the first half:

We're playing a little bit haphazardly, but, and this is important, we are also displaying a level of comfort with the ball that at times reminds me of the great Juve teams that dominated their decades. This is a clear sign of the building confidence within the team, and I am very happy about it, whatever the score of this match.

One thing is certain: there will be more goals in this match. I will be very surprised if that doesn't happen.

Thoughts on individuals:

Sorensen: Very, very solid play, as comforting to watch as Grosso can be painful.

Melo: Doing what he needs to do, where he needs to do it.

Marchisio: Even more mobile than usual, and takes initiative too, something that was missing in his game for a while. Promise of getting into good form.

Krasic: looks a bit one-dimensional at times, but is a weapon any coach in any club of the world would love to have.

Quagliarella: just look at the ball control and sense of position the guy has when he feels good! Yeah, he missed a few shots and passes, but did you see the turns, the received passes, the comfort he now has with the ball and the team? Very good to see.

Ok the match is starting in a few, so I'll stop here.",juvealways ,"Dec 12, 2010 ", 5:45 PM,
Matchpost: Bianconeri v. Biancocelesti,The Offside Juventus,"Dec 12, 2010, 10:38am PST",,they got your msg I believe,Juventusawi ,"Dec 12, 2010 ", 5:49 PM,
Matchpost: Bianconeri v. Biancocelesti,The Offside Juventus,"Dec 12, 2010, 10:38am PST",,why do we wear our away shirt when we're at home?,Jack NZ ,"Dec 12, 2010 ", 5:50 PM,
Matchpost: Bianconeri v. Biancocelesti,The Offside Juventus,"Dec 12, 2010, 10:38am PST",,"that was a penalty all right. krasic is being profiled against now, i think.",juvealways ,"Dec 12, 2010 ", 5:55 PM,
Matchpost: Bianconeri v. Biancocelesti,The Offside Juventus,"Dec 12, 2010, 10:38am PST",,"Give me a T!

Give me an R!

Give me an E!

Give me etc etc etc.

You get the point.",jorid22 ,"Dec 12, 2010 ", 5:54 PM,
Matchpost: Bianconeri v. Biancocelesti,The Offside Juventus,"Dec 12, 2010, 10:38am PST",,"Aaaahh too long Aqua, too long.",jorid22 ,"Dec 12, 2010 ", 6:03 PM,
Matchpost: Bianconeri v. Biancocelesti,The Offside Juventus,"Dec 12, 2010, 10:38am PST",,"he has been slightly off-phase, off-rhythm today. not a bad day, but not quite right, either.",juvealways ,"Dec 12, 2010 ", 6:05 PM,
Matchpost: Bianconeri v. Biancocelesti,The Offside Juventus,"Dec 12, 2010, 10:38am PST",,uh oh… man-child is losing it…,juvealways ,"Dec 12, 2010 ", 5:57 PM,
Matchpost: Bianconeri v. Biancocelesti,The Offside Juventus,"Dec 12, 2010, 10:38am PST",,disappointing half or what?! its like watching italy play!,mikederob ,"Dec 12, 2010 ", 6:16 PM,
Matchpost: Bianconeri v. Biancocelesti,The Offside Juventus,"Dec 12, 2010, 10:38am PST",,so much build up play and possession. fuck all up front,mikederob ,"Dec 12, 2010 ", 6:19 PM,
Matchpost: Bianconeri v. Biancocelesti,The Offside Juventus,"Dec 12, 2010, 10:38am PST",,Krasic would be ten times more lethal if only he could use his left leg.,MC00 ,"Dec 12, 2010 ", 6:10 PM,
Matchpost: Bianconeri v. Biancocelesti,The Offside Juventus,"Dec 12, 2010, 10:38am PST",,"yeah. i always insist on training with both legs on the occasions when i coach kids' football. even if the natural thing isn't there, a lot can be done with early training.",juvealways ,"Dec 12, 2010 ", 6:12 PM,
Matchpost: Bianconeri v. Biancocelesti,The Offside Juventus,"Dec 12, 2010, 10:38am PST",,"now that inzaghi is in what amounts to a semi-retirement, maybe we can hire him to teach iaquinta about beating the off-side ;)",juvealways ,"Dec 12, 2010 ", 6:09 PM,
Matchpost: Bianconeri v. Biancocelesti,The Offside Juventus,"Dec 12, 2010, 10:38am PST",,I think Juventus lawyers should order a rape kit for Del Piero after what just happened. The ref can't be bothered to even give a card.,Jose ,"Dec 12, 2010 ", 6:25 PM,
Matchpost: Bianconeri v. Biancocelesti,The Offside Juventus,"Dec 12, 2010, 10:38am PST",,total sadness if we dont win,papai ,"Dec 12, 2010 ", 6:30 PM,
Matchpost: Bianconeri v. Biancocelesti,The Offside Juventus,"Dec 12, 2010, 10:38am PST",,Did the ref forget his cards in the locker room?,MC00 ,"Dec 12, 2010 ", 6:29 PM,
Matchpost: Bianconeri v. Biancocelesti,The Offside Juventus,"Dec 12, 2010, 10:38am PST",,Shit game by ADP today for the most part.,jorid22 ,"Dec 12, 2010 ", 6:35 PM,
Matchpost: Bianconeri v. Biancocelesti,The Offside Juventus,"Dec 12, 2010, 10:38am PST",,ANYBODY GOT A KLEENEX FOR MY KEYBOARD?,jorid22 ,"Dec 12, 2010 ", 6:40 PM,
Matchpost: Bianconeri v. Biancocelesti,The Offside Juventus,"Dec 12, 2010, 10:38am PST",,ads dvgfgfjf!! GOOOOOOOOOOOOOOOOOLLLLLLLL,Jack NZ ,"Dec 12, 2010 ", 6:40 PM,
Matchpost: Bianconeri v. Biancocelesti,The Offside Juventus,"Dec 12, 2010, 10:38am PST",,Sissoko >>>>>>>>>>>>>>>>>>>>>>> Xavi,Somnath_Sengupta ,"Dec 12, 2010 ", 6:39 PM,
Matchpost: Bianconeri v. Biancocelesti,The Offside Juventus,"Dec 12, 2010, 10:38am PST",,"KRASIIIIIIIIIIIIIIIIIIIIIIIIIIIIIC!!!!!!!
GOOAAAAAALLL!!!!!!",Big Beff ,"Dec 12, 2010 ", 6:39 PM,
Matchpost: Bianconeri v. Biancocelesti,The Offside Juventus,"Dec 12, 2010, 10:38am PST",,OMFG OMFG OMFG OMFG OMFG,jorid22 ,"Dec 12, 2010 ", 6:39 PM,
Matchpost: Bianconeri v. Biancocelesti,The Offside Juventus,"Dec 12, 2010, 10:38am PST",,GOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLL,juvealways ,"Dec 12, 2010 ", 6:39 PM,
Matchpost: Bianconeri v. Biancocelesti,The Offside Juventus,"Dec 12, 2010, 10:38am PST",,OMFG,jorid22 ,"Dec 12, 2010 ", 6:38 PM,
Matchpost: Bianconeri v. Biancocelesti,The Offside Juventus,"Dec 12, 2010, 10:38am PST",,YESSSSSSSSSSSSS,mikederob ,"Dec 12, 2010 ", 6:38 PM,
Matchpost: Bianconeri v. Biancocelesti,The Offside Juventus,"Dec 12, 2010, 10:38am PST",,awful display this half. completely unable to finish,mikederob ,"Dec 12, 2010 ", 6:37 PM,
Matchpost: Bianconeri v. Biancocelesti,The Offside Juventus,"Dec 12, 2010, 10:38am PST",,ahahahahahhahahahhahahahhahahahahhahah,Gaetano ,"Dec 12, 2010 ", 6:40 PM,
Matchpost: Bianconeri v. Biancocelesti,The Offside Juventus,"Dec 12, 2010, 10:38am PST",,oh my god,Leo ,"Dec 12, 2010 ", 6:40 PM,
Matchpost: Bianconeri v. Biancocelesti,The Offside Juventus,"Dec 12, 2010, 10:38am PST",,HOLY SHIT MOMO HOLY SHIT WTF,jorid22 ,"Dec 12, 2010 ", 6:41 PM,
Matchpost: Bianconeri v. Biancocelesti,The Offside Juventus,"Dec 12, 2010, 10:38am PST",,MILOS MILOS!,Rinaldo2882 ,"Dec 12, 2010 ", 6:41 PM,
Matchpost: Bianconeri v. Biancocelesti,The Offside Juventus,"Dec 12, 2010, 10:38am PST",,HOLLYSHITBALLS!,Juan Montoya Novielli ,"Dec 12, 2010 ", 6:41 PM,
Matchpost: Bianconeri v. Biancocelesti,The Offside Juventus,"Dec 12, 2010, 10:38am PST",,aHOLY FUCKIN HOYL FUCKIN AFK HDFG JSDG UODSU IUF HDSFOSDF !!! LSPOU GHSDOIFJ SDF,Sampath ,"Dec 12, 2010 ", 6:41 PM,
Matchpost: Bianconeri v. Biancocelesti,The Offside Juventus,"Dec 12, 2010, 10:38am PST",,SISSOKO with the long pass!! WTF Then MMF KRASIC doing what he does best!! AMAZING,etentori ,"Dec 12, 2010 ", 6:41 PM,
Matchpost: Bianconeri v. Biancocelesti,The Offside Juventus,"Dec 12, 2010, 10:38am PST",,FORZAAAA!!!!!!!,Juventusawi ,"Dec 12, 2010 ", 6:41 PM,
Matchpost: Bianconeri v. Biancocelesti,The Offside Juventus,"Dec 12, 2010, 10:38am PST",,Early Christmas,AlaskaJuventino ,"Dec 12, 2010 ", 6:41 PM,
Matchpost: Bianconeri v. Biancocelesti,The Offside Juventus,"Dec 12, 2010, 10:38am PST",,KRRRRRRRRRRRRRRAAAAAAAAAAAAAAAAASSSSSSSSSSSSSSSIIIIIIIIIIIIIIIIICCCCCCCCCCCCCCCCC,roberto ,"Dec 12, 2010 ", 6:41 PM,
Matchpost: Bianconeri v. Biancocelesti,The Offside Juventus,"Dec 12, 2010, 10:38am PST",,courtesy of M M F K,AlaskaJuventino ,"Dec 12, 2010 ", 6:42 PM,
Matchpost: Bianconeri v. Biancocelesti,The Offside Juventus,"Dec 12, 2010, 10:38am PST",,ROFLZLOLZ,Juventusawi ,"Dec 12, 2010 ", 6:41 PM,
Matchpost: Bianconeri v. Biancocelesti,The Offside Juventus,"Dec 12, 2010, 10:38am PST",,"i disagree; i think he did what could be done in the given time. we got too spoilt by his incredibly high standards, that's why normal looks like shit.",juvealways ,"Dec 12, 2010 ", 6:41 PM,
Matchpost: Bianconeri v. Biancocelesti,The Offside Juventus,"Dec 12, 2010, 10:38am PST",,"almost broke the damn laptop when i jumped. the lid is moving a little funny, might just have done something there. ah well, it was worth it. well worth it. :D :D",juvealways ,"Dec 12, 2010 ", 6:42 PM,
Matchpost: Bianconeri v. Biancocelesti,The Offside Juventus,"Dec 12, 2010, 10:38am PST",,"MILOS MILOS

KRASIC KRASIC


FORZA JUVE!!!!",etentori ,"Dec 12, 2010 ", 6:42 PM,
Matchpost: Bianconeri v. Biancocelesti,The Offside Juventus,"Dec 12, 2010, 10:38am PST",,is it ok to get drunk on sunday?,Juan Montoya Novielli ,"Dec 12, 2010 ", 6:42 PM,
Matchpost: Bianconeri v. Biancocelesti,The Offside Juventus,"Dec 12, 2010, 10:38am PST",,GRRIIIIINNNNNNTTTAAAAAA,Jack NZ ,"Dec 12, 2010 ", 6:42 PM,
Matchpost: Bianconeri v. Biancocelesti,The Offside Juventus,"Dec 12, 2010, 10:38am PST",,Momo sissokko with the best pass of his career!,Sampath ,"Dec 12, 2010 ", 6:42 PM,
Matchpost: Bianconeri v. Biancocelesti,The Offside Juventus,"Dec 12, 2010, 10:38am PST",,"UNLEASHED!!!


YA HEAR ME UN-FUCKING-LEASHED",papai ,"Dec 12, 2010 ", 6:43 PM,
Matchpost: Bianconeri v. Biancocelesti,The Offside Juventus,"Dec 12, 2010, 10:38am PST",,OMG! KRASIC! KRASIC 94th min!.. haha 5:30 am here,Ong Liang Kai ,"Dec 12, 2010 ", 6:43 PM,
Matchpost: Bianconeri v. Biancocelesti,The Offside Juventus,"Dec 12, 2010, 10:38am PST",,CAPSSSSSSSSSSSSS LOCCCCCCCCCCCKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKK,roberto ,"Dec 12, 2010 ", 6:44 PM,
Matchpost: Bianconeri v. Biancocelesti,The Offside Juventus,"Dec 12, 2010, 10:38am PST",,"Haha, the best comment from Somnath:
Sissoko >>>>> Xavi

LOL, cant stop laughing",Al ,"Dec 12, 2010 ", 6:44 PM,
Matchpost: Bianconeri v. Biancocelesti,The Offside Juventus,"Dec 12, 2010, 10:38am PST",,i FUCKING LOVE THISSSSSSSSSSSSSSS,roberto ,"Dec 12, 2010 ", 6:44 PM,
Matchpost: Bianconeri v. Biancocelesti,The Offside Juventus,"Dec 12, 2010, 10:38am PST",,"hmmpfh, that'll teach me to never turn off the stream at 88' and give up on the boys already..

/on my way to TuttoZuliani",hant00 ,"Dec 12, 2010 ", 6:44 PM,
Matchpost: Bianconeri v. Biancocelesti,The Offside Juventus,"Dec 12, 2010, 10:38am PST",,"i agree with him..
ADP had poor possesion, though the fk was wicked",Ong Liang Kai ,"Dec 12, 2010 ", 6:44 PM,
Matchpost: Bianconeri v. Biancocelesti,The Offside Juventus,"Dec 12, 2010, 10:38am PST",,Who saw melo dancing at the end?,Rdj8 ,"Dec 12, 2010 ", 6:45 PM,
Matchpost: Bianconeri v. Biancocelesti,The Offside Juventus,"Dec 12, 2010, 10:38am PST",,"And tht, my friends, is why milos krasic is the signing of the season. The only one that comes close in my opinion is ozil to madrid.",Armando ,"Dec 12, 2010 ", 6:45 PM,
Matchpost: Bianconeri v. Biancocelesti,The Offside Juventus,"Dec 12, 2010, 10:38am PST",,"Wow, it's been a while since a victory like this. This is gonna keep a smile on my face for the rest of the week. Hahahaha…. this is the best feeling in the world!",bulle ,"Dec 12, 2010 ", 6:45 PM,
Matchpost: Bianconeri v. Biancocelesti,The Offside Juventus,"Dec 12, 2010, 10:38am PST",,"http://www.youtube.com/watch?v…

VENGO NEI PANTALONI!",Rinaldo2882 ,"Dec 12, 2010 ", 6:45 PM,
Matchpost: Bianconeri v. Biancocelesti,The Offside Juventus,"Dec 12, 2010, 10:38am PST",,FUCK IT!!!! BEER CELEBRATION TIME!!,Juan Montoya Novielli ,"Dec 12, 2010 ", 6:46 PM,
Matchpost: Bianconeri v. Biancocelesti,The Offside Juventus,"Dec 12, 2010, 10:38am PST",,"Anyone remember Momo's through-ball to Grosso against Viola last season ? This pass is now #1 in wtf Juve moments for me, ahead of that :P",Somnath_Sengupta ,"Dec 12, 2010 ", 6:46 PM,
