Article Title,Article Author,Article Publish Date,Comment Title,Comment Body,Comment Poster,Comment Date,Comment Time,Comment Recs
Dancing With Wolves: Juventus 1-1 Roma,The Offside Juventus,"Nov 15, 2010, 4:59pm PST",,"“Aquilani: 7.5- Wonderful, wonderful performance from the ex-Romanista.”

I reckon he is still a Romanista.",mike ,"Nov 15, 2010 ", 10:32 PM,
Dancing With Wolves: Juventus 1-1 Roma,The Offside Juventus,"Nov 15, 2010, 4:59pm PST",,"Anyone noticed how comfortable we were off the ball in first half? Apart from the Milan game, I really don't recall the last time we allowed the opposition to come on to us and still looked in control. Even against Milan, we were defending a lead. I love this Juve over the occasional 5-goal scoring and 3-goal conceding one.

And yeah.. loved the omission of thought #3 :)",Comrade88 ,"Nov 15, 2010 ", 10:30 PM,
Dancing With Wolves: Juventus 1-1 Roma,The Offside Juventus,"Nov 15, 2010, 4:59pm PST",,Fine article once again. Agree with pretty much all of your ratings maybe with exception to Pepe who only looked good compared to his usual self. Hustle does not equal quality and the penalty was totally avoidable by keeping your arms in close to your body. Affelay would have been nice but oh well. I'll be happy with a full back and world class striker anyways.,Frank ,"Nov 15, 2010 ", 10:36 PM,
Dancing With Wolves: Juventus 1-1 Roma,The Offside Juventus,"Nov 15, 2010, 4:59pm PST",,"My god, I need a vacation!",agiamba ,"Nov 15, 2010 ", 10:41 PM,
Dancing With Wolves: Juventus 1-1 Roma,The Offside Juventus,"Nov 15, 2010, 4:59pm PST",,The Chiellini picture made my day lol (and its my birthday),Ducati5758 ,"Nov 15, 2010 ", 10:50 PM,
Dancing With Wolves: Juventus 1-1 Roma,The Offside Juventus,"Nov 15, 2010, 4:59pm PST",,i thought caceras scored on his debut? and i must say i love chiellos shin guards :D,Weston / wpazzurri ,"Nov 15, 2010 ", 10:50 PM,
Dancing With Wolves: Juventus 1-1 Roma,The Offside Juventus,"Nov 15, 2010, 4:59pm PST",,Happy birthday then lol.,jorid22 ,"Nov 15, 2010 ", 11:11 PM,
Dancing With Wolves: Juventus 1-1 Roma,The Offside Juventus,"Nov 15, 2010, 4:59pm PST",,"what did totti say to storari?i did see him insulting the curva sud though,but i doubt he'll get anything at all",FoolOnTheHill94 ,"Nov 15, 2010 ", 11:18 PM,
Dancing With Wolves: Juventus 1-1 Roma,The Offside Juventus,"Nov 15, 2010, 4:59pm PST",,"He did, but he was poor throughout the game despite.",Nnahoj ,"Nov 15, 2010 ", 11:18 PM,
Dancing With Wolves: Juventus 1-1 Roma,The Offside Juventus,"Nov 15, 2010, 4:59pm PST",,"An awesome review..

Storari is doing great! In my opinion, Juventus has to swollow the poison and earn some cash on Buffon! we can use the money to fill our gaps and to bring in a striker. Storari can serve us for a couple more years. Meanwhile we can invest in a young goalkeeper (Sirigu or Viviano), and in a year or so, he'd be ready to take over from Storari..

As for the Aquaman, May god keep the injuries away from him.. He needs to be rested though.. Especially after the friendly with Romania!

Last thought… We need a striker for god's sake to play along quags… Let's hope juve goes the extra mile in the winter mercato and bring in some quality striker! and this should be our priority.. i don't think that we are in a desperate need for a defender, especially that sorenson is shining, and we can capitalize on the kid!

Forza Juve",Dika ,"Nov 15, 2010 ", 11:20 PM,
