Article Title,Article Author,Article Publish Date,Comment Title,Comment Body,Comment Poster,Comment Date,Comment Time,Comment Recs
2010 World Cup Player Profiles: Fabio Cannavaro,The Offside Juventus,"Jun 11, 2010, 12:50pm PDT",,"I’m not sure “questionable” is a strong enough word to describe that music.
Watching this video could be the one thing in the world that unites both Inter and Juve supporters, with our shared feeling of “why the fuck didn’t he play like that for us?”",Drew ,"Jun 11, 2010 ", 1:57 PM,
2010 World Cup Player Profiles: Fabio Cannavaro,The Offside Juventus,"Jun 11, 2010, 12:50pm PDT",,"He did play like that for us from 04-06….not so much this year. This year, I’ll remember two incidents.
Matri scorching him.
http://www.youtube.com/watch?v=-sisbFDV8CI
And red card (probably undeserved) against Fulham.
http://juventus.theoffside.com/files/2010/03/cannavaro.jpg",agiamba ,"Jun 11, 2010 ", 2:12 PM,
2010 World Cup Player Profiles: Fabio Cannavaro,The Offside Juventus,"Jun 11, 2010, 12:50pm PDT",,dissapointing not to see Caceras get any game time against France was looking forward to seeing him,Sam ,"Jun 11, 2010 ", 7:11 PM,
2010 World Cup Player Profiles: Fabio Cannavaro,The Offside Juventus,"Jun 11, 2010, 12:50pm PDT",,"Wow, I forgot what a solid defender is was. Not even just good enough, but awesome! Great in the air for his height compared to some of the guys he’s up against. This skill hasn’t gone away, but either age is catching up, or he just doesn’t have the same fighting spirit. Nice, um… hair in shirtless pic, hehe. Guy’s always been fit, that’s for sure.",Blanda ,"Jun 11, 2010 ", 8:07 PM,
2010 World Cup Player Profiles: Fabio Cannavaro,The Offside Juventus,"Jun 11, 2010, 12:50pm PDT",,*he was…,Blanda ,"Jun 11, 2010 ", 8:08 PM,
2010 World Cup Player Profiles: Fabio Cannavaro,The Offside Juventus,"Jun 11, 2010, 12:50pm PDT",,"This guy used to be my idol. When played for Juve (the first time) i was in awe and sought to emulate him on the pitch every time i stepped out. Topped off by his performance at the world cup. Not i dont see him as the idol i once did. Not because of the way he played as i expected him to be awful, but the way he conducted himself, leaving Juve then coming back a disgrace.
He dosent deserve to be in the starting line up due to his performances.
Dont mean to be one of those guys but if you guys are on twitter follow me @daiello89 and ill follow back",Daniel Achille Aiello ,"Jun 11, 2010 ", 10:07 PM,
2010 World Cup Player Profiles: Fabio Cannavaro,The Offside Juventus,"Jun 11, 2010, 12:50pm PDT",,"You somewhat mentioned this Aaron, but THE strength that allowed (still somewhat allows) Cannavaro to outshine taller opposing strikers is his phenomenal jumping ability. Fabio may be 1.75m but his vertical pounce gives him AT LEAST an additional extra meter. Something truly amazing to watch, best epitomized during the 2006 World Cup.
Also, Canna built his career on good positioning as you mentioned, but also very strong anticipation skills, being able to foresee where the ball is going to be played and making sure to be there before the striker.",Marco P. ,"Jun 11, 2010 ", 10:44 PM,
2010 World Cup Player Profiles: Fabio Cannavaro,The Offside Juventus,"Jun 11, 2010, 12:50pm PDT",,"Translated from tutto mercato:
Yesterday in a telephone conversation with Marotta, Krasic said “I’m not going to City and i prefer you to Inter”
Oh that makes you all tingly inside doesn’t it! FORZA JUVE!",Daniel Achille Aiello ,"Jun 12, 2010 ", 1:09 AM,
2010 World Cup Player Profiles: Fabio Cannavaro,The Offside Juventus,"Jun 11, 2010, 12:50pm PDT",,"I think he’ll have a good tournament. His pace has gone but he can still read the game very well and his anticipation is still there. He ups his game for tournaments and I can see him giving it his all one last time before repeating his shit performances @ Al-Ahli-Dubai (not Dubai FC, as there is a club called Dubai FC). I don’t expect Italy to do well but he wont be the weakest link",Ibrahim ,"Jun 12, 2010 ", 1:51 AM,
2010 World Cup Player Profiles: Fabio Cannavaro,The Offside Juventus,"Jun 11, 2010, 12:50pm PDT",,"Cannavaro is a living legend. Now that he’s carted himself off to Dubai on some sort of moneywagon I can start pretending he retired the day after hoisting the World Cup and none of the last four years happened. Once that convenient act of forgetfulness has been completed, he will become, once again, one of my all-time favourite players.",Alastair ,"Jun 12, 2010 ", 5:15 AM,
2010 World Cup Player Profiles: Fabio Cannavaro,The Offside Juventus,"Jun 11, 2010, 12:50pm PDT",,Greece…a major disappointment since 2004.,Nnahoj ,"Jun 12, 2010 ", 6:27 AM,
2010 World Cup Player Profiles: Fabio Cannavaro,The Offside Juventus,"Jun 11, 2010, 12:50pm PDT",,"melo – he likes flowers
http://g.sports.yahoo.com/soccer/world-cup/news/world-fearsome-felipe-melo-prefers-flowers-to-red—fbintl_reu-worldbrazilfelipemelo.html",slakas ,"Jun 12, 2010 ", 6:31 AM,
2010 World Cup Player Profiles: Fabio Cannavaro,The Offside Juventus,"Jun 11, 2010, 12:50pm PDT",,"Man, Robert Green must want the ground to open up right now.
I feel bad for him but not surprised at an English GK fucking up though.",Jorid ,"Jun 12, 2010 ", 12:34 PM,
2010 World Cup Player Profiles: Fabio Cannavaro,The Offside Juventus,"Jun 11, 2010, 12:50pm PDT",,every world cup you somehow expect an english GK howler,Papai ,"Jun 12, 2010 ", 1:38 PM,
2010 World Cup Player Profiles: Fabio Cannavaro,The Offside Juventus,"Jun 11, 2010, 12:50pm PDT",,Argentina vs South Korea will be a very very nice game.,Daniel ,"Jun 12, 2010 ", 6:55 PM,
2010 World Cup Player Profiles: Fabio Cannavaro,The Offside Juventus,"Jun 11, 2010, 12:50pm PDT",,"The Shouts of Reds, UnitedAir Max Shoe
Republic of Korea",Air Force One ,"Jul 13, 2010 ", 1:01 AM,
Juventus Offside World Cup Predictors,The Offside Juventus,"Jun 10, 2010, 1:18pm PDT",,"I have no idea how but I have 4 brackets showing up under my account lol. I made one as part of the Italy Offside and it’s showing up on both that group and the Juve Offside one.
Ivo, if you’re reading this: Can you delete my jorid22 bracket from the group and keep the SeSaltelliMuoreBalotelli one please?",Jorid ,"Jun 10, 2010 ", 2:11 PM,
Juventus Offside World Cup Predictors,The Offside Juventus,"Jun 10, 2010, 1:18pm PDT",,ahh i’m doing this with my soccer team too=D,Forza Juve ,"Jun 10, 2010 ", 2:14 PM,
Juventus Offside World Cup Predictors,The Offside Juventus,"Jun 10, 2010, 1:18pm PDT",,"Thanks for posting this guys!
Jorid, not sure I can delete your bracket, tbh not sure you can delete it either.
You might just have to make the same outcome for both brackets, or have two different brackets…cheater :)
Holland FT(surprise)W!!!",Ivo ,"Jun 10, 2010 ", 2:50 PM,
Juventus Offside World Cup Predictors,The Offside Juventus,"Jun 10, 2010, 1:18pm PDT",,"http://www.tuttocalcionews.it/2010/06/10/5181/calciomercato-juventus-marotta-torna-dalla-russia-a-mani-vuote/
http://www.calcionews24.com/juventus-marotta-torna-da-mosca.html
So apparently, Marotta has returned from Moscow with no deal done because Juve don’t want to pay more than 12m for Krasic, just 2-3m less than his asking price. This news, if true, is ridiculous.",Rinaldo ,"Jun 10, 2010 ", 3:03 PM,
Juventus Offside World Cup Predictors,The Offside Juventus,"Jun 10, 2010, 1:18pm PDT",,"Rinaldo, let´s wait and see. It´s all transfer-guruism (?), i think.",Josef ,"Jun 10, 2010 ", 3:12 PM,
Juventus Offside World Cup Predictors,The Offside Juventus,"Jun 10, 2010, 1:18pm PDT",,"The Fantastic Four (Sneijder, Van Persie, Robben, Van Der Vaart/Kuyt) might just cause a surprise this year…",Forza Juve ,"Jun 10, 2010 ", 3:35 PM,
Juventus Offside World Cup Predictors,The Offside Juventus,"Jun 10, 2010, 1:18pm PDT",,"I picked the Netherlands to win it myself. Spain-Netherlands in the final, but picking Spain seemed too simple. It’s South Africa, first in Africa, Pele made his picks, national coaches all made crap picks, all the players are getting wrecked with the plague, the only thing is certain is that nothing is certain!",alessio ,"Jun 10, 2010 ", 3:47 PM,
Juventus Offside World Cup Predictors,The Offside Juventus,"Jun 10, 2010, 1:18pm PDT",,I got Brazil over Germany… just like the last time it was in a new continent. Something about Germany’s team makes me think they are being underestimated… I think they are better off without Ballack and as long as they don’t need to use Gomez or Klose too much I think they have a strong team… once again i THINK… I haven’t a real clue to be honest! haha,Vince ,"Jun 10, 2010 ", 3:57 PM,
Juventus Offside World Cup Predictors,The Offside Juventus,"Jun 10, 2010, 1:18pm PDT",,"Rinaldo: Although I think Krasic is a very interesting player who could come in really handy for us, I like this move by Marotta.
We don’t know for sure why him and Paratici are coming back from Moscow empty-handed(I’ve heard various different versions as to why the deal wasn’t concluded), however I loved reading what he said about it:
“Non facciamo aste.”-We will not take part in bidding wars/auctions. As simple as that.
So pretty much, he’s holding his own and told the Russians to fuck off lol.
If Secco would have been taking care of the transfers, CSKA would have demanded 20 million as part of one big cash payment and he would have complied right away.
Part of the rebuilding process should be to show other teams that we are Juventus, not Real Marcianese and we will not allow others to rip us the fuck off anymore.
In Beppe we trust.",Jorid ,"Jun 10, 2010 ", 4:03 PM,
Juventus Offside World Cup Predictors,The Offside Juventus,"Jun 10, 2010, 1:18pm PDT",,"Yeah, all in all, Brazil gets past Argentina 2-1 on the final. You simply can’t f*ck with us ;)
ps: I hope I’m right. ^^",Daniel ,"Jun 10, 2010 ", 4:20 PM,
Juventus Offside World Cup Predictors,The Offside Juventus,"Jun 10, 2010, 1:18pm PDT",,"Jorid, Secco might have paid $20m, or he might have gone to Fiorentina and paid $30m for Frey",Jose ,"Jun 10, 2010 ", 6:24 PM,
Juventus Offside World Cup Predictors,The Offside Juventus,"Jun 10, 2010, 1:18pm PDT",,"That’d be pretty damn epic for you guys Daniel…but I don’t see Argentina getting anywhere near the finals. In my bracket I have them going out first round to Uruguay.
@Jose- Hahahaha.",agiamba ,"Jun 10, 2010 ", 6:29 PM,
Juventus Offside World Cup Predictors,The Offside Juventus,"Jun 10, 2010, 1:18pm PDT",,"Tremble in fear of my awesome bracket. I am become Death, the destroyer of worlds.",Andy ,"Jun 10, 2010 ", 7:34 PM,
Juventus Offside World Cup Predictors,The Offside Juventus,"Jun 10, 2010, 1:18pm PDT",,"My God, it won’t let me join your group! I’ve made my bracket (?). I’m so tired now. That was hard work, lol! :(",Blanda ,"Jun 10, 2010 ", 7:55 PM,
Juventus Offside World Cup Predictors,The Offside Juventus,"Jun 10, 2010, 1:18pm PDT",,Here’s something to predict: How much home-continent cooking will there be in terms in refereeing? Will it be as bad as 2002?,Andy ,"Jun 10, 2010 ", 8:52 PM,
Juventus Offside World Cup Predictors,The Offside Juventus,"Jun 10, 2010, 1:18pm PDT",,"Andy: I think we’ll see a lot of favorable calls towards African teams for sure.
I’m willing to bet money on it that one between Uruguay, France and Mexico is going to get royally screwed over in group A, no doubt.",Jorid ,"Jun 10, 2010 ", 10:20 PM,
Juventus Offside World Cup Predictors,The Offside Juventus,"Jun 10, 2010, 1:18pm PDT",,"I predict an Uruguay Italy final, with the azzurri winning it by a quags bullshit goal. :D",papai ,"Jun 10, 2010 ", 10:24 PM,
Juventus Offside World Cup Predictors,The Offside Juventus,"Jun 10, 2010, 1:18pm PDT",,^^^With the referee being Byron Moreno…lol,Jorid ,"Jun 10, 2010 ", 10:37 PM,
Juventus Offside World Cup Predictors,The Offside Juventus,"Jun 10, 2010, 1:18pm PDT",,"Ladies and Gentlemen, the World Cup is upon us. As an Azzurri supporter, I will forget all club rivalries and support every player on the NT, even Inter players..
Oh wait..",Comrade ,"Jun 11, 2010 ", 7:01 AM,
